v0000026,  50.625,  0.578, 0.17843,  1
v0000026,  41.625,0.49724, 0.19412,  2
v0000026, 27.5625,0.60984, 0.17157,  3
v0000026,  68.625,0.64372,  0.1951,  4
v0000026,   29.25,0.45611, 0.19902,  5
v0000026,  50.625,0.47342, 0.14902,  6
v0000026,  66.375,0.74327, 0.19118,  7
v0000026, 43.3125,0.39949, 0.16569,  8
v0000026, 34.3125, 0.4675, 0.19118,  9
v0000026, 51.1875,0.44594, 0.21275, 10
v0000026, 23.0625,0.54041, 0.12451, 11
v0000026, 28.6875,0.57447, 0.18235, 12
v0000026, 53.4375,0.59765, 0.15294, 13
v0000026,  77.625,0.46158, 0.16471, 14
v0000026, 80.4375,0.74872, 0.20882, 15
v0000026, 55.6875, 0.5037, 0.19608, 16
v0000026,  16.875,0.66327, 0.15392, 17
v0000026,     108,0.62394, 0.17353, 18
v0000026, 46.6875, 0.5846, 0.18824, 19
v0000026, 77.0625,0.41363,  0.2098, 20
v0000026, 54.5625, 0.7052, 0.19314, 21
v0000026, 74.8125,0.74648, 0.17353, 22
v0000026, 23.0625,0.48044, 0.20392, 23
v0000026, 56.8125,0.62889, 0.20098, 24
v0000026, 20.8125,0.80424,     0.2, 25
v0000026, 72.5625,0.79614, 0.18627, 26
v0000026, 34.3125,0.55378, 0.14412, 27
v0000026,  37.125,0.56702, 0.19706, 28
v0000026,    67.5,0.79928, 0.18725, 29
v0000026, 38.8125,0.50799, 0.16373, 30
v0000026, 60.1875,0.73832, 0.17647, 31
v0000026,   51.75,0.86078, 0.17255, 32
v0000026,  23.625,0.51167, 0.20196, 33
v0000026,  43.875,0.44138, 0.21765, 34
v0000026, 70.3125,0.75837, 0.20686, 35
v0000026, 27.5625,0.45978, 0.16176, 36
v0000026,   74.25,0.65036, 0.16961, 37
v0000026, 42.1875,0.63916, 0.18627, 38
v0000026, 20.8125,0.55877, 0.18137, 39
v0000026,   51.75,0.65997, 0.17353, 40
v0000026,  68.625,0.79389, 0.18137, 41
v0000026,   29.25, 0.3905, 0.12255, 42
v0000026, 71.4375,0.77832, 0.17451, 43
v0000026, 55.6875,0.86659, 0.12647, 44
v0000026, 69.1875,0.67368, 0.19412, 45
v0000026,  19.125,0.62388, 0.16863, 46
v0000026, 61.3125, 0.8653, 0.19216, 47
v0000026, 27.5625,0.54766, 0.14118, 48
v0000026, 34.3125,0.49727, 0.18137, 49
v0000026,  46.125,0.59794, 0.17941, 50
v0000026, 30.9375,0.43729, 0.15686, 51
v0000026, 41.0625,0.38716,0.089216, 52
v0000026, 70.3125,0.70456, 0.18137, 53
v0000026, 56.8125,0.55578, 0.17941, 54
v0000026, 17.4375,0.51499, 0.14902, 55
v0000026,  61.875,0.46032, 0.21863, 56
v0000026, 64.6875,0.65054, 0.21471, 57
v0000026,      45, 0.5476, 0.16471, 58
v0000026,    40.5,0.67004, 0.17647, 59
v0000026,  91.125,0.71356, 0.15784, 60
v0000026, 24.1875,0.70962, 0.15196, 61
v0000026, 36.5625,0.81508, 0.13235, 62
v0000026, 36.5625, 0.5813, 0.17941, 63
v0000026,   24.75,0.78743, 0.12255, 64
v0000026, 30.9375, 0.6333, 0.17745, 65
v0000026, 18.5625,0.58122, 0.16961, 66
v0000026, 61.3125,0.80345, 0.17941, 67
v0000026,  50.625,0.58658, 0.18922, 68
v0000026, 28.6875, 0.6712, 0.15784, 69
v0000026, 64.6875,0.58138, 0.20686, 70
v0000026,  84.375,0.69566, 0.18922, 71
v0000026,  70.875, 0.7469, 0.18627, 72
v0000026, 24.1875,0.45007, 0.15098, 73
v0000026,108.5625,0.77574, 0.17647, 74
v0000026,  70.875,0.80417, 0.18529, 75
v0000026, 30.9375,0.77725, 0.16569, 76
v0000026,  41.625,0.71977, 0.15392, 77
v0000026,  43.875,0.57335, 0.18529, 78
v0000026,  19.125,0.62987, 0.13529, 79
v0000026,  93.375,0.59672, 0.20686, 80
v0000026,      18,0.72328, 0.13824, 81
v0000026,    22.5,0.50922, 0.16863, 82
v0000026,   29.25,0.57768, 0.18529, 83
v0000026, 50.0625,0.59075,  0.1902, 84
v0000026, 26.4375,0.49645, 0.15098, 85
v0000026, 43.3125,0.56623, 0.18725, 86
v0000026,      18,0.42512,  0.1049, 87
v0000026,  34.875,0.53416,  0.1451, 88
v0000026, 19.6875,0.42308,0.086275, 89
v0000026, 74.8125,0.70995,  0.1951, 90
v0000026, 47.8125,0.55829, 0.17549, 91
v0000026,    67.5,  0.625, 0.19706, 92
v0000026, 27.5625,0.40832,  0.1902, 93
v0000026,   69.75,0.66164, 0.21961, 94
v0000026, 18.5625,0.67094, 0.20098, 95
v0000026,  16.875,0.54379, 0.13333, 96
v0000026,  61.875,0.72863, 0.19314, 97
v0000026,  37.125,0.58622,  0.1951, 98
v0000026,  34.875,0.49026, 0.15784, 99
v0000026,    49.5, 0.5238, 0.18431,100
v0000026, 79.3125, 0.6897, 0.19118,101
v0000026,  32.625,0.50771, 0.18333,102
