v0000026_MH,32.625,,,average area for all segmented nuclei for all 9 images from the 3rd depth
v0000026_MH,14.0625,,,48.07481297
v0000026_MH,28.6875,,,
v0000026_MH,32.0625,,,
v0000026_MH,55.125,,,
v0000026_MH,52.875,,,
v0000026_MH,16.3125,,,
v0000026_MH,38.8125,,,
v0000026_MH,31.5,,,
v0000026_MH,82.6875,,,
v0000026_MH,68.0625,,,
v0000026_MH,33.1875,,,
v0000026_MH,43.3125,,,
v0000026_MH,21.375,,,
v0000026_MH,28.6875,,,
v0000026_MH,72.5625,,,
v0000026_MH,30.375,,,
v0000026_MH,66.9375,,,
v0000026_MH,20.8125,,,
v0000026_MH,54.5625,,,
v0000026_MH,37.6875,,,
v0000026_MH,96.1875,,,
v0000026_MH,52.875,,,
v0000026_MH,113.625,,,
v0000026_MH,56.8125,,,
v0000026_MH,23.0625,,,
v0000026_MH,10.125,,,
v0000026_MH,19.6875,,,
v0000026_MH,18.5625,,,
v0000026_MH,18,,,
v0000026_MH,21.375,,,
v0000026_MH,34.875,,,
v0000026_MH,97.3125,,,
v0000026_MH,82.125,,,
v0000026_MH,25.3125,,,
v0000026_MH,56.25,,,
v0000026_MH,40.5,,,
v0000026_MH,73.6875,,,
v0000026_MH,45.5625,,,
v0000026_MH,21.9375,,,
v0000026_MH,12.9375,,,
v0000026_MH,16.875,,,
v0000026_MH,35.4375,,,
v0000026_MH,54.5625,,,
v0000026_MH,64.125,,,
v0000026_MH,72.5625,,,
v0000026_MH,16.875,,,
v0000026_MH,48.375,,,
v0000026_MH,38.25,,,
v0000026_MH,31.5,,,
v0000026_MH,41.625,,,
v0000026_MH,21.375,,,
v0000026_MH,45.5625,,,
v0000026_MH,16.875,,,
v0000026_MH,28.6875,,,
v0000026_MH,29.8125,,,
v0000026_MH,43.3125,,,
v0000026_MH,41.625,,,
v0000026_MH,28.6875,,,
v0000026_MH,36.5625,,,
v0000026_MH,83.25,,,
v0000026_MH,54,,,
v0000026_MH,42.75,,,
v0000026_MH,38.8125,,,
v0000026_MH,19.125,,,
v0000026_MH,41.625,,,
v0000026_MH,48.9375,,,
v0000026_MH,30.9375,,,
v0000026_MH,16.875,,,
v0000026_MH,33.1875,,,
v0000026_MH,76.5,,,
v0000026_MH,32.625,,,
v0000026_MH,26.4375,,,
v0000026_MH,60.75,,,
v0000026_MH,83.8125,,,
v0000026_MH,19.6875,,,
v0000026_MH,33.75,,,
v0000026_MH,21.9375,,,
v0000026_MH,24.1875,,,
v0000026_MH,26.4375,,,
v0000026_MH,41.625,,,
v0000026_MH,14.625,,,
v0000026_MH,30.9375,,,
v0000026_MH,18,,,
v0000026_MH,54,,,
v0000026_MH,53.4375,,,
v0000026_MH,91.125,,,
v0000026_MH,27,,,
v0000026_MH,11.8125,,,
