v0000026,     45,0.45387, 0.14804,  1
v0000026,18.5625,  0.424,  0.1951,  2
v0000026,  20.25,0.54717, 0.13725,  3
v0000026, 57.375,0.63203, 0.18725,  4
v0000026,  60.75,0.58206, 0.20686,  5
v0000026, 34.875,0.80006, 0.13333,  6
v0000026, 37.125,0.72876, 0.14314,  7
v0000026, 39.375,0.41507, 0.20686,  8
v0000026,61.3125,0.66224, 0.19118,  9
v0000026,60.1875,0.80106, 0.17255, 10
v0000026, 91.125,0.71118, 0.17745, 11
v0000026, 41.625,0.65204, 0.17941, 12
v0000026,  47.25,0.64477, 0.16176, 13
v0000026,   49.5,0.58748,    0.15, 14
v0000026,19.6875, 0.5944, 0.14608, 15
v0000026,32.0625,0.54489, 0.18627, 16
v0000026,39.9375,0.70726, 0.18235, 17
v0000026,37.6875,0.59573, 0.20882, 18
v0000026,  20.25,0.45305, 0.22059, 19
v0000026, 41.625,0.67414, 0.16275, 20
v0000026,68.0625,0.79099, 0.18824, 21
v0000026,42.1875,0.67754, 0.17549, 22
v0000026, 66.375,0.76344,  0.1902, 23
v0000026,32.0625, 0.6752, 0.15392, 24
v0000026,19.6875, 0.5172, 0.11961, 25
v0000026,32.0625,0.51235, 0.18627, 26
v0000026,  60.75,0.77803, 0.15686, 27
v0000026,73.6875,0.74142, 0.19118, 28
v0000026,     63,0.61401, 0.17451, 29
v0000026,68.0625,0.77161,  0.1598, 30
v0000026, 25.875,0.48116, 0.11667, 31
v0000026, 93.375,0.65048,  0.1951, 32
v0000026,  15.75,0.55784, 0.11569, 33
v0000026,66.9375,0.86499, 0.13824, 34
v0000026,   58.5,0.75645, 0.18137, 35
v0000026,   31.5,0.64027, 0.14118, 36
v0000026,  29.25,0.69193, 0.16176, 37
v0000026,35.4375,0.64457, 0.17843, 38
v0000026,  24.75,0.51979, 0.15294, 39
v0000026, 19.125,0.54833, 0.12549, 40
v0000026, 28.125,0.56957, 0.18725, 41
v0000026,32.0625,0.66605, 0.16667, 42
v0000026,62.4375,0.62452, 0.16176, 43
v0000026,53.4375,0.58514, 0.18627, 44
v0000026,83.8125,0.72396, 0.17157, 45
v0000026,45.5625,0.63423, 0.19314, 46
v0000026, 64.125,0.83454, 0.14608, 47
v0000026, 46.125,0.84658, 0.14412, 48
v0000026, 61.875,0.68214, 0.21176, 49
v0000026, 25.875,0.44152, 0.15686, 50
v0000026,16.3125,0.69561, 0.13333, 51
v0000026,   58.5,0.65162, 0.19902, 52
v0000026,24.1875,0.61441, 0.17941, 53
v0000026,61.3125,0.78338, 0.17353, 54
v0000026,43.3125,0.69697, 0.16765, 55
v0000026,   22.5,0.50853, 0.17353, 56
v0000026,  33.75,0.63961, 0.14804, 57
v0000026,45.5625,0.69659, 0.17549, 58
v0000026, 28.125,0.44918, 0.15588, 59
v0000026,  24.75,0.56961, 0.15098, 60
v0000026,   49.5,0.66809, 0.19608, 61
v0000026, 25.875,0.55678, 0.17843, 62
v0000026, 41.625,0.70397, 0.19118, 63
v0000026,47.8125,0.63188, 0.19706, 64
v0000026,34.3125,0.61935, 0.17647, 65
v0000026, 55.125, 0.7419, 0.18235, 66
v0000026,96.1875,0.78445, 0.19412, 67
v0000026,41.0625, 0.4938, 0.19216, 68
v0000026,21.9375,0.51785, 0.16863, 69
v0000026,41.0625,0.73629, 0.15294, 70
v0000026,60.1875,0.66322, 0.20784, 71
v0000026,     18,   0.45,  0.1451, 72
v0000026,53.4375,0.58848, 0.19608, 73
v0000026,  65.25,0.68452, 0.19706, 74
v0000026,   49.5,0.55575, 0.18235, 75
v0000026,42.1875,0.43582, 0.16373, 76
v0000026,54.5625,0.69424, 0.18333, 77
v0000026,23.0625,0.57331,    0.15, 78
v0000026,36.5625,0.57762, 0.17549, 79
v0000026,  69.75,0.83055, 0.16569, 80
v0000026, 68.625,0.79669, 0.17745, 81
v0000026,56.8125,0.37562, 0.14902, 82
v0000026,28.6875, 0.6263,  0.1951, 83
v0000026,24.1875,0.48272, 0.16961, 84
v0000026,46.6875,0.65622, 0.16275, 85
v0000026,41.0625,0.68606, 0.16961, 86
v0000026,  42.75, 0.4775, 0.18529, 87
v0000026,20.8125,0.50323, 0.15686, 88
v0000026,     18,0.39424, 0.11569, 89
v0000026,45.5625,0.61114, 0.18333, 90
v0000026, 25.875, 0.3896,0.098039, 91
v0000026,20.8125,0.41463, 0.20882, 92
v0000026,37.6875,0.42932, 0.11667, 93
v0000026,  24.75,0.46818, 0.11275, 94
v0000026,17.4375, 0.4993,    0.15, 95
v0000026,33.1875,0.43104, 0.12059, 96
v0000026, 43.875,0.74646, 0.17647, 97
v0000026,28.6875,0.56501, 0.17451, 98
v0000026,28.6875,0.65236, 0.16078, 99
v0000026,48.9375,0.68984, 0.16078,100
v0000026,  47.25,0.76993, 0.17451,101
v0000026,   49.5,0.76248, 0.17647,102
v0000026,57.9375,0.85441, 0.17549,103
v0000026,53.4375,0.49882, 0.17745,104
v0000026,     63,0.57479, 0.18333,105
v0000026, 75.375,0.75613, 0.13333,106
v0000026,     63,0.70021, 0.17745,107
v0000026,73.6875,0.54534, 0.21961,108
v0000026,54.5625,0.70491, 0.21275,109
v0000026,  20.25,0.41155,0.076471,110
v0000026,42.1875, 0.6401,  0.2098,111
v0000026,71.4375,0.75529, 0.17549,112
v0000026,18.5625,0.89329,0.096078,113
v0000026,  24.75,0.42754, 0.11569,114
v0000026,16.3125,0.54848, 0.18529,115
v0000026,     63,0.64058,  0.2098,116
v0000026,21.9375,0.42514, 0.15098,117
v0000027, 55.6875,0.57453, 0.20784,  1
v0000027,  30.375,0.36463, 0.12843,  2
v0000027,  30.375,0.55868, 0.13824,  3
v0000027, 60.1875,0.73956, 0.17255,  4
v0000027, 30.9375,0.45212, 0.20294,  5
v0000027, 26.4375,0.52082, 0.16667,  6
v0000027,    49.5,0.72411,  0.1902,  7
v0000027,  48.375,0.76922, 0.15098,  8
v0000027,  59.625,0.75102, 0.18235,  9
v0000027,  23.625,0.60579, 0.18431, 10
v0000027,   56.25,0.80761, 0.15294, 11
v0000027, 64.6875,0.83731, 0.18137, 12
v0000027,  52.875,0.62123, 0.17157, 13
v0000027, 25.3125,0.48784,  0.2098, 14
v0000027,    40.5,0.56776, 0.18922, 15
v0000027,    67.5,0.76892, 0.16863, 16
v0000027, 36.5625,0.34528, 0.12255, 17
v0000027, 64.6875,0.63693, 0.19118, 18
v0000027, 46.6875,0.90872, 0.15686, 19
v0000027, 21.9375,0.47954, 0.17843, 20
v0000027,  48.375,0.71874, 0.17549, 21
v0000027,  50.625,0.81068, 0.17549, 22
v0000027, 18.5625,0.44658, 0.15196, 23
v0000027,   69.75,0.80275, 0.19902, 24
v0000027,   60.75,0.63791, 0.18725, 25
v0000027, 45.5625,0.86517, 0.13333, 26
v0000027, 34.3125, 0.6072,  0.2049, 27
v0000027,  70.875,0.74245, 0.16961, 28
v0000027, 41.0625,0.71765, 0.14902, 29
