v0000026_seg,     90,0.63759,0.83333,132.3688,55,51.84375,23, 1
v0000026_seg,45.5625,0.80305,0.77885,158.4815,45,98.30303,32, 2
v0000026_seg,41.0625,0.94364,0.71569,169.0959,51,79.55714,29, 3
v0000026_seg, 61.875,0.85681,0.65089,196.5182,41,121.9803,49, 4
v0000026_seg,  51.75,0.50858,0.83636,177.7609,49,81.43939,27, 5
v0000026_seg,     81,0.44554,0.79121,176.0556,53,53.70513,24, 6
v0000026_seg, 41.625,0.81321,0.68519,219.1486,43,96.45455,53, 7
v0000026_seg,55.6875,0.68483,0.76154,153.3333,46,94.46429,36, 8
v0000026_seg, 50.625, 0.7932,0.68182,163.4778,42,100.1571,51, 9
v0000026_seg,66.9375,0.68323,0.76282,230.2689,40,121.5068,53,10
v0000026_seg, 46.125,0.70317,0.75926,175.1951,47,71.43939,44,11
v0000026_seg,37.6875, 0.5008,0.74444,153.9851,50,57.71774,33,12
v0000026_seg, 73.125,0.81056,0.72222,153.6538,49,96.91667,54,13
v0000026_seg,64.6875,0.57136,0.74675,211.3652,42,   69.72,25,14
v0000026_seg,36.5625, 0.9047,0.66327,192.7077,39,104.2424,43,15
v0000026_seg,66.9375,0.42032,0.82639,193.6723,49,45.79167,16,16
v0000026_seg,   40.5,0.82244,0.66667,146.7917,51,82.62879,37,17
v0000026_seg,65.8125,0.48491,   0.75,193.8462,46,76.47973,43,18
v0000026_seg, 52.875,0.63844,0.65278,216.2766,37,102.8056,43,19
v0000026_seg,56.8125,0.71288,0.72143,161.5446,49,82.16667,27,20
v0000026_seg,  33.75,0.64343,0.83333,114.2333,31, 58.7931,37,21
v0000026_seg, 52.875,0.83446,0.83929,208.3404,34,126.9926,51,22
v0000026_seg,57.9375, 0.4995,0.72028,231.2427,34,115.1319,55,23
v0000026_seg,  42.75,0.13861,   0.76,220.2105,39,79.03125,48,24
v0000026_seg,   49.5,0.75446,0.66667,152.3636,47,85.77143,32,25
v0000026_seg,   40.5,0.84297,   0.75,203.3333,44,108.0859,49,26
v0000026_seg,   13.5,0.64352,    0.8,215.8333,27,111.2174,34,27
v0000026_seg,38.8125,0.75151,0.78409,140.2464,45,83.25806,26,28
v0000026_seg,  42.75,0.63079,   0.76,159.1842,43,73.60938,31,29
v0000026_seg,  29.25,0.79631,0.86667,142.5962,48,70.72321,24,30
v0000026_seg, 23.625,0.67877,  0.875,184.7619,34,98.44231,33,31
v0000026_seg,45.5625,0.59268,0.81818,174.3827,39,90.26316,41,32
v0000026_seg,32.0625,0.77721, 0.7125,211.7368,30,75.51667,48,33
v0000026_seg,   49.5,0.44915,    0.8,217.4432,46,108.1439,54,34
v0000026_seg,  47.25,0.46219,0.69421,159.0952,54,78.66176,58,35
v0000026_seg, 50.625,0.47523,   0.75,232.7444,31,81.08824,41,36
v0000026_seg, 52.875,0.76669,0.80342,205.3617,42,99.72794,38,37
v0000026_seg,62.4375,0.66401,0.72078,174.3514,51,43.77703,16,38
v0000026_seg,44.4375,0.83661,0.70536,215.3038,35,98.57353,44,39
v0000026_seg,41.0625,0.50556,   0.73,187.8356,43,66.42969,42,40
