188
129
180
205
82
150
188
143
137
139
81
122
63
75
21
152
196
96
189
148
123
195
166
154
93
72
210
56
167
116
55
121
30
62
94
115
60
49
138
173
207
82
49
103
47
67
106
93
155
124
126
127
72
62
177
85
202
89
152
117
124
198
159
101
186
135
196
174
191
99
66
123
117
198
176
192
185
186
110
